code,description,fileIndex,gstPercent,orderedQuantity,orderedUnitPrice,orderedTotalUnitPrice,orderedPrice,orderedTotalPrice,quantity,unitPrice,totalUnitPrice,price,totalPrice,brand,packSize,unitOfMeasure
108704,Gyoza Prawn (39-41 Pieces),50,0.0,3.0,18.28,18.28,54.84,54.84,3,18.28,18.28,54.84,54.84,,,
159153,Pork Belly Roast (app 3 X 4kg),50,0.0,1.7,16.59,16.59,28.203,28.203,1.7,16.59,16.59,28.203,28.203,,,
135150,Jelly Raspberry Cups,50,0.0,2.6,39.53,39.53,102.778,102.778,1.6,39.53,39.53,63.248,63.248,,,
147404,Clams Snack Large Brown,50,10.0,1.5,86.83,95.513,130.245,143.2695,1.5,86.83,95.513,130.245,143.2695,,,
5221,Bacon Middle Rindless,50,0.0,1.2,43.3,43.3,51.96,51.96,1.2,43.3,43.3,51.96,51.96,,,
28647,Toothpicks Mint Flavoured Wrapped,50,10.0,2.0,9.18,10.098,18.36,20.196,2,9.18,10.098,18.36,20.196,,,
160699,Tart P/c Choc Berry Gluten Free 1-366,50,10.0,2.5,20.79,22.869,51.974999999999994,57.1725,2.5,20.79,22.869,51.975,57.1725,,,
77587,Sauce H P,50,0.0,3.0,4.46,4.46,13.379999999999999,13.379999999999999,2,4.46,4.46,8.92,8.92,,,
157870,Topping Caramel Sundae,50,0.0,3.0,10.68,10.68,32.04,32.04,3,10.68,10.68,32.04,32.04,,,
124082,Biscuits Water Crackers Classic,50,10.0,1.0,1.97,2.167,1.97,2.167,1,1.97,2.167,1.97,2.167,,,
150629,Bread White Sliced P/c 2 Pack Gluten Free,51,0.0,10.0,40.41,40.41,404.1,404.1,10,53.2845796626,53.2845796626,532.845796626,532.845796626,,,
131356,Ice Cream Mango ,51,10.0,4.0,26.27,28.897,105.08,115.588,4,38.3153891448,42.1469280592,153.261556579,168.587712237,,,
1705,Capsicum Char Grilled In Oil,51,0.0,0.5,34.26,34.26,17.13,17.13,0.5,45.1060436589,45.1060436589,22.5530218294,22.5530218294,,,
143661,Chips 13mm Straight Cut,51,0.0,2.0,38.01,38.01,76.02,76.02,2,75.4478299063,75.4478299063,150.895659813,150.895659813,,,
4836,"Garlic Bread 9"" Foil Wrapped",51,0.0,0.4,45.62,45.62,18.248,18.248,0.4,66.5914589509,66.5914589509,26.6365835804,26.6365835804,,,
2174,Scone Mix With Buttermilk,51,0.0,2.5,43.68,43.68,109.2,109.2,2.5,50.6542315912,50.6542315912,126.635578978,126.635578978,,,
126846,Toilet Rolls 2 Ply 400 Sheet I/wrapped ,51,10.0,4.0,34.61,38.071,138.44,152.284,3,52.0342102499,57.2376312748,156.10263075,171.712893825,,,
11758,Sauce Plum,51,0.0,1.0,23.48,23.48,23.48,23.48,1,38.2159618943,38.2159618943,38.2159618943,38.2159618943,,,
123146,Burger Patties Beef Par Cooked,51,0.0,1.2,109.65,109.65,131.58,131.58,1.2,149.730071625,149.730071625,179.676085949,179.676085949,,,
44953,Flour Plain Wholemeal,51,0.0,1.0,3.8,3.8,3.8,3.8,1,4.24472728393,4.24472728393,4.24472728393,4.24472728393,,,
143723,Chia Seeds Black,51,0.0,0.3,41.6,41.6,12.48,12.48,0.3,77.9235597934,77.9235597934,23.377067938,23.377067938,,,
128010,Broccoli P/c Smooth Puree,51,0.0,3.0,16.02,16.02,48.06,48.06,3,29.7049852932,29.7049852932,89.1149558797,89.1149558797,,,
63954,Hazelnuts Kernels,52,0.0,1.2,37.62,37.62,45.144,45.144,1.2,37.62,37.62,45.144,45.144,,,
80183,Barramundi Portion 200/230 Wild Reef S/less,52,0.0,11.0,115.36,115.36,1268.96,1268.96,10,207.677402687,207.677402687,2076.77402687,2076.77402687,,,
6159,Coffee P/c Bags Mocha Kenya,52,0.0,4.0,43.5,43.5,174.0,174.0,3,43.5,43.5,130.5,130.5,,,
71953,Newspaper White Large 580 X 890mm,52,10.0,4.0,48.21,53.031,192.84,212.124,4,48.21,53.031,192.84,212.124,,,
8671,Cheese Parmesan Grated Dry Shakers,52,0.0,3.0,8.69,8.69,26.07,26.07,2,12.7462049974,12.7462049974,25.4924099949,25.4924099949,,,
108373,Chips Rustic Fries,52,0.0,1.0,46.98,46.98,46.98,46.98,1,46.98,46.98,46.98,46.98,,,
145305,Bread Rolls Dinner White Gluten Free,52,0.0,3.5,6.35,6.35,22.224999999999998,22.224999999999998,2.5,6.35,6.35,15.875,15.875,,,
69152,Vinegar Red Wine,52,0.0,1.5,14.65,14.65,21.975,21.975,1.5,14.65,14.65,21.975,21.975,,,
21830,Pudding P/c Plum ,53,10.0,3.0,60.38,66.418,181.14,199.254,3,60.38,66.418,181.14,199.254,,,
40346,Cheese Shredded Mild Premium,53,0.0,3.0,21.81,21.81,65.43,65.43,3,21.81,21.81,65.43,65.43,,,
29317,Snackbox Cardboard Family 210x140x102mm,54,10.0,6.0,87.56,96.316,525.36,577.896,5,87.56,96.316,437.8,481.58,,200's,
74937,Foil Heavy Duty Dispenser,54,10.0,1.6,25.51,28.061,40.816,44.8976,1.6,25.51,28.061,40.816,44.8976,,150m X 44cm,
145535,Smoked Salmon Pieces Atlantic,55,0.0,1.0,10.23,10.23,10.23,10.23,1,12.8752661952,12.8752661952,12.8752661952,12.8752661952,,,
155640,Muffin Mix Lower Carb,55,0.0,1.0,49.88,49.88,49.88,49.88,1,49.88,49.88,49.88,49.88,,,
54464,Vegetables Specialty Medley,55,0.0,0.4,5.8,5.8,2.32,2.32,0.4,6.95663766066,6.95663766066,2.78265506427,2.78265506427,,,
160533,Mint Jelly P/c,55,0.0,2.5,86.52,86.52,216.3,216.3,2.5,86.52,86.52,216.3,216.3,,,
20191,"Foodtrays Foam 6 X 5"" White",55,10.0,2.0,15.84,17.424,31.68,34.848,2,15.84,17.424,31.68,34.848,,,
159542,Slice Pear & Raspberry,55,10.0,1.0,13.79,15.169,13.79,15.169,1,13.79,15.169,13.79,15.169,,,
128870,Bleach,55,10.0,2.0,31.86,35.046,63.72,70.092,2,50.1043869961,55.1148256958,100.208773992,110.229651392,,,
148318,Barramundi Baby Whole Boat Cut 400/500,55,0.0,3.0,71.38,71.38,214.14,214.14,3,78.6389934452,78.6389934452,235.916980336,235.916980336,,,
115049,Pies Pepper Steak Unwrapped Signature,55,10.0,0.5,35.48,39.028,17.74,19.514,0.5,67.0119316528,73.7131248181,33.5059658264,36.8565624091,,,
88134,Cups Plastic 35ml 1oz Portion Hinged Lid,55,10.0,1.5,15.3,16.83,22.95,25.244999999999997,1.5,15.3,16.83,22.95,25.245,,,
75020,Plastic Spoons Dessert Black,55,10.0,1.0,2.77,3.047,2.77,3.047,1,2.77,3.047,2.77,3.047,,,
159385,Juice Apple,55,0.0,0.5,24.16,24.16,12.08,12.08,0.5,24.16,24.16,12.08,12.08,,,
393,Tetra Drink Apple,55,10.0,3.0,21.23,23.353,63.69,70.059,3,29.8549745121,32.8404719634,89.5649235364,98.5214158901,,,
24934,Paste Curry Green ,56,0.0,4.0,4.56,4.56,18.24,18.24,4,4.56,4.56,18.24,18.24,,,
107210,Honey P/c,57,0.0,2.5,75.03,75.03,187.575,187.575,2.5,75.03,75.03,187.575,187.575,,,
67810,Dim Sims Mini Beef Cocktail 60's,57,0.0,3.0,10.11,10.11,30.33,30.33,3,10.11,10.11,30.33,30.33,,,
79962,Chocolate Flake Garnish White,57,10.0,3.0,40.1,44.11,120.3,132.33,3,40.1,44.11,120.3,132.33,,,
74223,Prawn Meat Raw 41/50 Iqf Vannamei,57,0.0,0.6,23.3,23.3,13.98,13.98,0.6,23.3,23.3,13.98,13.98,,,
80123,Tea Bags English Breakfast,58,0.0,3.0,12.29,12.29,36.87,36.87,2,21.6479061949,21.6479061949,43.2958123898,43.2958123898,,,
7312,Pies Steak Bacon & Cheese Wrapped,58,10.0,1.5,37.02,40.722,55.53,61.083,1.5,67.7235752819,74.49593281,101.585362923,111.743899215,,,
102792,Cheese Epicure Block,58,0.0,1.0,51.95,51.95,51.95,51.95,1,51.95,51.95,51.95,51.95,,,
157404,Bread Ciabatta,58,0.0,4.0,45.85,45.85,183.4,183.4,3,45.85,45.85,137.55,137.55,,,
117631,Sauce Smokey Bourbon Marinade,58,0.0,1.0,21.53,21.53,21.53,21.53,1,21.53,21.53,21.53,21.53,,,
94494,Sauce Meal Ginger Lime & Lemongrass,58,0.0,3.0,22.52,22.52,67.56,67.56,3,22.52,22.52,67.56,67.56,,,
124570,Prawns Tempura Torpedo 16/20,58,0.0,10.0,44.04,44.04,440.4,440.4,10,44.04,44.04,440.4,440.4,,,
93477,Sauce Salsa,58,0.0,2.0,57.42,57.42,114.84,114.84,2,57.42,57.42,114.84,114.84,,,
158925,Drink Raspberry Fizz Organic,58,10.0,3.0,27.01,29.711,81.03,89.133,2,27.01,29.711,54.02,59.422,,,
143323,Savoury Mince P/c Smooth Puree,59,0.0,1.0,22.9,22.9,22.9,22.9,1,22.9,22.9,22.9,22.9,,,
91557,Crab Whole Soft Shell 120/150,59,0.0,1.0,26.68,26.68,26.68,26.68,1,26.68,26.68,26.68,26.68,,,
116319,Sauce Black Bean 5lt X 3,60,0.0,5.0,64.98,64.98,324.9,324.9,5,64.98,64.98,324.9,324.9,,,
146011,Pork Shoulder B&r Scored (app 16kg Ctn),60,0.0,2.0,10.23,10.23,20.46,20.46,2,13.6582043354,13.6582043354,27.3164086708,27.3164086708,,,
106369,Cheese Haloumi,60,0.0,1.0,46.04,46.04,46.04,46.04,1,48.3908140873,48.3908140873,48.3908140873,48.3908140873,,,
146633,Eclairs Unfilled Blank 150mm,60,10.0,2.0,12.23,13.453,24.46,26.906,1,12.23,13.453,12.23,13.453,,,
128023,Beef Rump Msa 5kg Up Iw/vac (app 20kg Ctn),60,0.0,2.0,16.52,16.52,33.04,33.04,2,16.52,16.52,33.04,33.04,,,
132064,Baby Food Egg Custard ,60,0.0,1.6,12.84,12.84,20.544,20.544,1.6,12.84,12.84,20.544,20.544,,,
125885,Rookwurst,60,0.0,0.4,8.18,8.18,3.272,3.272,0.4,9.4420203428,9.4420203428,3.77680813712,3.77680813712,,,
161251,Asian Noodle Stir Fry,60,10.0,2.0,87.82,96.602,175.64,193.204,2,173.820234759,191.202258235,347.640469518,382.40451647,,,
7558,Topper Lasagne,60,0.0,1.3,29.1,29.1,37.830000000000005,37.830000000000005,0.3,29.8016824289,29.8016824289,8.94050472867,8.94050472867,,,
27172,Sausage Rolls Aussie,60,10.0,2.0,85.82,94.402,171.64,188.804,2,85.82,94.402,171.64,188.804,,,
7069,Gravy Mix Beef,60,0.0,4.0,64.28,64.28,257.12,257.12,3,90.6283589709,90.6283589709,271.885076913,271.885076913,,,
274,Cake Mix Utility,60,0.0,2.0,117.03,117.03,234.06,234.06,2,117.03,117.03,234.06,234.06,,,
6154,Topping Caramel,60,0.0,0.4,9.82,9.82,3.928,3.928,0.4,18.8563728304,18.8563728304,7.54254913214,7.54254913214,,,
115041,Chips 13mm Straight Cut,60,0.0,1.2,30.43,30.43,36.516,36.516,1.2,30.43,30.43,36.516,36.516,,,
155640,Muffin Mix Lower Carb,60,0.0,2.0,49.88,49.88,99.76,99.76,2,49.88,49.88,99.76,99.76,,,
75088,Dip Chunky Basil With Cashew & Parmesan,61,0.0,3.0,33.99,33.99,101.97,101.97,3,33.99,33.99,101.97,101.97,,,
91296,Chocolate Buttons Dark Bitter Continental Couvertu,61,0.0,1.0,199.41,199.41,199.41,199.41,1,199.41,199.41,199.41,199.41,,,
40180,Kool Fruits Wrapped (pillows),62,10.0,1.5,112.08,123.288,168.12,184.932,1.5,112.08,123.288,168.12,184.932,,,
145292,Jam P/c Apricot Glass,62,0.0,3.0,87.05,87.05,261.15,261.15,3,112.92597912,112.92597912,338.777937359,338.777937359,,,
38557,Essence Coconut,62,0.0,3.0,7.63,7.63,22.89,22.89,2,7.63,7.63,15.26,15.26,,,
127359,Sauce Apple Resealable Pouch,62,0.0,2.5,3.09,3.09,7.725,7.725,1.5,3.09,3.09,4.635,4.635,,,
69318,Bags Cutlery White,62,10.0,2.0,25.24,27.764,50.48,55.528,1,25.24,27.764,25.24,27.764,,,
99905,Oysters Pacific Large Half Shell,62,0.0,1.5,197.14,197.14,295.71,295.71,0.5,197.14,197.14,98.57,98.57,,,
104995,Lamb Leg Braised Au Jus Sliced,62,0.0,2.0,342.92,342.92,685.84,685.84,2,342.92,342.92,685.84,685.84,,,
115514,Devon,62,0.0,3.0,20.37,20.37,61.11,61.11,3,20.37,20.37,61.11,61.11,,,
18472,Toilet Rolls 2 Ply Jumbo 320mt T1 Advanced Virgin,62,10.0,2.0,72.32,79.552,144.64,159.104,2,79.9053573626,87.8958930989,159.810714725,175.791786198,,,
151361,Tea Iced Pea,62,10.0,1.3,24.37,26.807,31.681,34.8491,0.3,24.37,26.807,7.311,8.0421,,,
157754,Sauce Bearnaise Squeeze Gluten Free,62,0.0,0.6,9.95,9.95,5.97,5.97,0.6,14.2430308458,14.2430308458,8.54581850747,8.54581850747,,,
160994,Pies Beef,62,10.0,0.3,41.26,45.386,12.378,13.6158,0.3,41.26,45.386,12.378,13.6158,,,
160034,Sauce Tomato,62,0.0,3.0,11.17,11.17,33.51,33.51,2,11.17,11.17,22.34,22.34,,,
116538,Pie Base 125mm Savoury & Top,62,0.0,2.0,95.27,95.27,190.54,190.54,1,95.27,95.27,95.27,95.27,,,
126800,Gateau Tiramisu Pre Cut 14's,62,10.0,0.4,54.8,60.28,21.92,24.112,0.4,62.6306903656,68.8937594021,25.0522761462,27.5575037609,,,
116582,Pepper Szechuan Whole,63,0.0,0.6,18.63,18.63,11.178,11.178,0.6,18.63,18.63,11.178,11.178,,,
122982,Quiche P/c Florentine,63,10.0,5.0,35.06,38.566,175.3,192.83,4,35.06,38.566,140.24,154.264,,,
73234,Plastic Forks,63,10.0,2.0,2.77,3.047,5.54,6.094,2,2.77,3.047,5.54,6.094,,,
66718,Danish 3 Variety No 2 Preproofed Dpr3v2,63,10.0,1.0,78.3,86.13,78.3,86.13,1,78.3,86.13,78.3,86.13,,,
148196,Spread P/c Chocolate Hazelnut,63,0.0,3.0,4.8,4.8,14.4,14.4,3,4.8,4.8,14.4,14.4,,,
147872,Rice Bubbles P/c Sachets,64,0.0,3.0,24.3,24.3,72.9,72.9,3,24.3,24.3,72.9,72.9,,,
57091,Muffin Mix White High Fibre M/b,64,0.0,1.0,34.57,34.57,34.57,34.57,1,34.57,34.57,34.57,34.57,,,
153821,Chicken Pop Ems Breast Bites Devil,64,0.0,5.0,17.49,17.49,87.45,87.45,5,17.49,17.49,87.45,87.45,,,
125607,Breadcrumbs Panko,64,0.0,1.0,3.38,3.38,3.38,3.38,1,3.38,3.38,3.38,3.38,,,
119322,Vinegar White,64,0.0,2.2,5.21,5.21,11.462000000000002,11.462000000000002,1.2,8.70300646369,8.70300646369,10.4436077564,10.4436077564,,,
12206,Topping Lime,64,0.0,1.6,9.82,9.82,15.712,15.712,1.6,9.82,9.82,15.712,15.712,,,
143647,Eclairs Mini Custard Filled,64,10.0,1.0,34.31,37.741,34.31,37.741,1,34.31,37.741,34.31,37.741,,,
126820,Pies Angus Steak,65,10.0,0.4,42.0,46.2,16.8,18.48,0.4,72.0712379961,79.2783617957,28.8284951984,31.7113447183,,,
159254,Cheesecake Mixed Portion As You Please,65,10.0,2.0,102.21,112.431,204.42,224.862,2,191.883120969,211.071433066,383.766241939,422.142866133,,,
75382,Ice Cream Paddle Pop Icy Twist Lemonade,65,10.0,1.2,25.24,27.764,30.288,33.3168,1.2,46.945479877,51.6400278648,56.3345758525,61.9680334377,,,
115851,Jus Beef,65,0.0,2.0,79.05,79.05,158.1,158.1,2,130.238678065,130.238678065,260.477356129,260.477356129,,,
136169,Noodles Rice Stick Medium,65,0.0,1.0,2.4,2.4,2.4,2.4,1,4.22216721845,4.22216721845,4.22216721845,4.22216721845,,,
4169,Pastry Fillo ,65,0.0,2.0,6.47,6.47,12.94,12.94,1,8.13893268838,8.13893268838,8.13893268838,8.13893268838,,,
115405,Tart Custard Individual 1-284,65,10.0,0.5,19.47,21.417,9.735,10.7085,0.5,20.1570549857,22.1727604843,10.0785274929,11.0863802422,,,
25448,Vinegar White,65,0.0,2.0,31.22,31.22,62.44,62.44,1,53.6037583257,53.6037583257,53.6037583257,53.6037583257,,,
8497,Pies Pepper Steak Wrapped,65,10.0,2.0,38.34,42.174,76.68,84.348,2,43.3561145028,47.691725953,86.7122290055,95.3834519061,,,
129310,Lids To Suit Soup Cups,65,10.0,10.0,66.08,72.688,660.8,726.88,10,85.4799671421,94.0279638563,854.799671421,940.279638563,,,
53913,Straws Plastic Black Wrapped Regular,65,10.0,1.7,12.94,14.234,21.998,24.1978,1.7,15.6112395874,17.1723635462,26.5391072986,29.1930180285,,,
59046,Chicken Breast Fillers Alfredo,65,0.0,3.0,89.74,89.74,269.22,269.22,3,173.572015183,173.572015183,520.716045548,520.716045548,,,
2365,Bicarbonate Soda,65,0.0,2.5,2.4,2.4,6.0,6.0,2.5,4.02162439097,4.02162439097,10.0540609774,10.0540609774,,,
63998,Apple Dried,65,0.0,15.0,8.21,8.21,123.15,123.15,15,8.57030851403,8.57030851403,128.554627711,128.554627711,,,
1292,Biscuit Crumb Base Mix,65,10.0,2.0,61.41,67.551,122.82,135.102,2,103.208324282,113.52915671,206.416648564,227.05831342,,,
80927,Pastizzi Mini Spinach & Fetta 24's,66,10.0,3.0,8.47,9.317,25.41,27.951,3,8.47,9.317,25.41,27.951,,,
26965,Ice Cream Strawberry,66,10.0,1.6,23.18,25.498,37.088,40.7968,1.6,23.18,25.498,37.088,40.7968,,,
16758,Pasta Cannelloni Spinach & Ricotta (no Sauce),66,0.0,1.0,97.8,97.8,97.8,97.8,1,97.8,97.8,97.8,97.8,,,
58865,Vinegar White,66,0.0,1.5,19.39,19.39,29.085,29.085,1.5,23.0312930791,23.0312930791,34.5469396187,34.5469396187,,,
80603,Dressing Ranch,66,0.0,0.5,28.5,28.5,14.25,14.25,0.5,28.5,28.5,14.25,14.25,,,
159955,Freekah,66,0.0,2.0,23.16,23.16,46.32,46.32,2,23.16,23.16,46.32,46.32,,,
157431,Pies Beef & Ale,66,10.0,4.0,28.55,31.405,114.2,125.62,3,28.55,31.405,85.65,94.215,,,
3062,Pasta Linguini Plain,66,0.0,1.0,4.61,4.61,4.61,4.61,1,4.61,4.61,4.61,4.61,,,
79968,Cinnamon Ground,66,0.0,3.0,19.71,19.71,59.13,59.13,3,19.71,19.71,59.13,59.13,,,
110357,Gravy Mix Rich Gluten Free,66,0.0,1.0,32.3,32.3,32.3,32.3,1,32.3,32.3,32.3,32.3,,,
151213,Killer Pythons,66,10.0,1.0,15.9,17.49,15.9,17.49,1,15.9,17.49,15.9,17.49,,,
11244,Juice Lemon Pure Squeeze,66,0.0,1.0,1.86,1.86,1.86,1.86,1,1.86,1.86,1.86,1.86,,,
110633,Sauce Satay,66,0.0,2.0,18.3,18.3,36.6,36.6,2,18.3,18.3,36.6,36.6,,,
157925,Muffin Mix Premium Low Fat,66,10.0,1.0,36.58,40.238,36.58,40.238,1,36.58,40.238,36.58,40.238,,,
117611,Noodles Rice Stick Kongmoon Vermicelli,66,0.0,1.0,1.86,1.86,1.86,1.86,1,1.86,1.86,1.86,1.86,,,
126464,Fillo Steak & Guinness,67,10.0,1.0,32.19,35.409,32.19,35.409,1,38.758790729,42.6346698019,38.758790729,42.6346698019,,,
4824,Chicken Chipees Tempura,67,0.0,2.5,15.94,15.94,39.85,39.85,2.5,28.951603738,28.951603738,72.3790093451,72.3790093451,,,
87417,Mango Cheeks Iqf,67,0.0,1.0,12.8,12.8,12.8,12.8,1,25.012154002,25.012154002,25.012154002,25.012154002,,,
102284,Cheesecake Cappuccino Pre Cut 16's 1-270,67,10.0,1.0,48.36,53.196,48.36,53.196,1,95.3443897522,104.878828727,95.3443897522,104.878828727,,,
80890,Docket Book Restaurant Triplicate Carbonless96x165,67,10.0,15.0,2.72,2.992,40.8,44.88,15,5.28041425981,5.80845568579,79.2062138971,87.1268352868,,,
102306,Cake Rich Mud 1-680,68,10.0,3.0,40.68,44.748,122.04,134.244,3,40.68,44.748,122.04,134.244,,,
67216,Pie Lemon Meringue,68,10.0,1.0,44.15,48.565,44.15,48.565,1,44.15,48.565,44.15,48.565,,,
8671,Cheese Parmesan Grated Dry Shakers,69,0.0,1.5,8.69,8.69,13.035,13.035,1.5,8.69,8.69,13.035,13.035,,,
67823,Plastic Forks,69,10.0,2.6,2.4,2.64,6.24,6.864000000000001,1.6,2.4,2.64,3.84,4.224,,,
73571,Roast Rub With Garlic Rosemary & Mint,69,0.0,1.0,15.83,15.83,15.83,15.83,1,15.83,15.83,15.83,15.83,,,
94492,Sauce Meal Honey Mustard,69,0.0,2.0,22.52,22.52,45.04,45.04,2,29.4313288981,29.4313288981,58.8626577963,58.8626577963,,,
577,Just Right P/c,69,0.0,1.0,26.04,26.04,26.04,26.04,1,26.063956557,26.063956557,26.063956557,26.063956557,,,
324,Beans Sliced,69,0.0,0.3,8.71,8.71,2.613,2.613,0.3,8.71,8.71,2.613,2.613,,,
127160,Booster Beef Gluten Free,69,0.0,4.0,26.15,26.15,104.6,104.6,3,26.15,26.15,78.45,78.45,,,
63964,Peanuts Raw,69,0.0,10.0,7.69,7.69,76.9,76.9,10,7.69,7.69,76.9,76.9,,,
16194,Topping Banana,69,0.0,1.0,10.3,10.3,10.3,10.3,1,20.4729030186,20.4729030186,20.4729030186,20.4729030186,,,
156207,Beef Stroganoff,69,0.0,0.6,260.06,260.06,156.036,156.036,0.6,260.06,260.06,156.036,156.036,,,
138389,Chicken Goujons Breast Salt & Pepper 17gr,69,0.0,1.0,16.01,16.01,16.01,16.01,1,16.01,16.01,16.01,16.01,,,
31144,Prawn Cutlet Crumbed 16/20,69,0.0,3.0,35.74,35.74,107.22,107.22,2,35.74,35.74,71.48,71.48,,,
40698,Vegetable Rolls,70,10.0,0.5,29.15,32.065,14.575,16.0325,0.5,29.15,32.065,14.575,16.0325,,,
63957,Macadamia Nuts Pieces #6,70,0.0,3.0,50.02,50.02,150.06,150.06,2,93.9909755011,93.9909755011,187.981951002,187.981951002,,,
504,Spaghetti In Tomato & Cheese Sauce,70,0.0,0.5,11.36,11.36,5.68,5.68,0.5,11.36,11.36,5.68,5.68,,,
156813,Cups 355ml 12oz Ice Cream Bettys Burger & Concrete,70,10.0,3.0,151.41,166.551,454.23,499.65299999999996,2,217.756985923,239.532684515,435.513971846,479.065369031,,,
47689,Ice Cream Banana Bongo,70,10.0,2.0,27.54,30.294,55.08,60.588,1,27.54,30.294,27.54,30.294,,,
136068,Sauce Mango Chicken,70,0.0,1.6,26.77,26.77,42.832,42.832,0.6,31.1835283515,31.1835283515,18.7101170109,18.7101170109,,,
157761,Bread Brioche Roll 3 Pack,70,10.0,3.0,35.48,39.028,106.44,117.084,3,57.0704781499,62.7775259649,171.21143445,188.332577895,,,
124607,Chicken Thigh Fillet Frz,70,0.0,0.5,8.57,8.57,4.285,4.285,0.5,13.811887426,13.811887426,6.905943713,6.905943713,,,
56588,Spring Rolls Cocktail Vegetable,70,0.0,1.6,14.42,14.42,23.072000000000003,23.072000000000003,0.6,20.4422662885,20.4422662885,12.2653597731,12.2653597731,,,
159264,Scalloped Potato,70,0.0,2.0,13.71,13.71,27.42,27.42,1,13.71,13.71,13.71,13.71,,,
79765,Potato Instant Mashed Mix,71,0.0,10.0,90.86,90.86,908.6,908.6,10,90.86,90.86,908.6,908.6,,7 Kg,
109137,Jam Strawberry,71,0.0,1.0,4.64,4.64,4.64,4.64,1,4.64,4.64,4.64,4.64,,500 Gr,
65008,Sago (tapioca),71,0.0,2.0,4.96,4.96,9.92,9.92,2,4.96,4.96,9.92,9.92,,1 Kg,
142960,Mixed Fruit With Cherries,71,10.0,2.0,10.82,11.902,21.64,23.804,1,10.82,11.902,10.82,11.902,,1 Kg,
131213,"Pizza Bases 9"" Olive Oil P/b",71,0.0,4.0,71.05,71.05,284.2,284.2,4,71.05,71.05,284.2,284.2,,30's,
152811,Dip Pumpkin,72,0.0,1.7,16.23,16.23,27.591,27.591,1.7,16.23,16.23,27.591,27.591,,,
36772,Bucket Mop Wringer White 15lt Duraclean Mk2,72,10.0,1.0,128.43,141.273,128.43,141.273,1,128.43,141.273,128.43,141.273,,,
124991,Soup Spring Vegetable Gluten Free,72,0.0,1.0,34.83,34.83,34.83,34.83,1,34.83,34.83,34.83,34.83,,,
94795,Cake Chocolate Tray,73,10.0,1.5,27.87,30.657,41.805,45.9855,1.5,27.87,30.657,41.805,45.9855,,,
79803,Wipes Multipurpose Cloth Premium 38 X 64cm,73,10.0,2.0,31.33,34.463,62.66,68.926,2,31.33,34.463,62.66,68.926,,,
152577,Pies Lamb & Mint,73,10.0,1.5,34.61,38.071,51.915,57.1065,1.5,34.61,38.071,51.915,57.1065,,,
67997,Muffins Double Chocolate 1-091,74,10.0,1.0,15.75,17.325,15.75,17.325,1,15.75,17.325,15.75,17.325,,,
72152,Capers,74,0.0,4.0,3.17,3.17,12.68,12.68,3,3.17,3.17,9.51,9.51,,,
105637,Beef Mince Premium,74,0.0,1.0,15.79,15.79,15.79,15.79,1,15.79,15.79,15.79,15.79,,,
105021,Chicken Tenderloins Classic Crumbed,74,0.0,4.0,18.17,18.17,72.68,72.68,3,18.17,18.17,54.51,54.51,,,
128895,Detergent Dishwashing Machine Liquid (auto Feed),74,10.0,2.5,24.3,26.73,60.75,66.825,2.5,24.3,26.73,60.75,66.825,,,
134546,Sweet Lamb Curry,74,0.0,1.0,320.25,320.25,320.25,320.25,1,320.25,320.25,320.25,320.25,,,
64996,Chocolate Buttons Milk,74,0.0,0.4,11.54,11.54,4.616,4.616,0.4,11.54,11.54,4.616,4.616,,,
155421,Lamingtons Gluten Free 1-806,74,10.0,5.0,15.92,17.512,79.6,87.56,4,15.92,17.512,63.68,70.048,,,
126320,Biscuits Shapes Chicken Crimpy,74,10.0,0.6,3.81,4.191,2.286,2.5146,0.6,3.81,4.191,2.286,2.5146,,,
2943,Carrots Baby Whole,74,0.0,2.0,9.12,9.12,18.24,18.24,1,9.12,9.12,9.12,9.12,,,
144949,Shao Mai Pork,74,0.0,1.6,17.62,17.62,28.192000000000004,28.192000000000004,0.6,17.62,17.62,10.572,10.572,,,
